chain,name,city,address,phone,lat,lon
פרטי,הסנה בית מרקחת,גוש עציון,צומת גוש עציון מרכז מסחרי,,,
פרטי,טבע מלאכי,ירושלים,,,31.768,35.214
פרטי,הדר משולמי,נטע,,,,
פרטי,טיב טעם ראשון לציון,ראשון לציון,דרך המכבים62 צומת בית דגן,,31.964,34.806
פרטי,שא נס אור עקיבא,אור עקיבא,שילב  באר יעקב,,32.508,34.92
פרטי,טיב טעם רחובות,רחובות,אופנהיימר3 רחובות,,31.896,34.811
פרטי,לאני פארם,רחובות,הרצל 201,,31.9012226,34.809103
פרטי,בר וטבע,יד בנימין,,,,
פרטי,טבע גדרה,גדרה,ויצמן 19,,31.816529,34.7805656
פרטי,טבע ובריאות אשדוד,אשדוד,חיים משה שפירא 22,,31.8006566,34.6421682
פרטי,בית מרקחת היפר גרין פארם,אשדוד,כנרת5 אשדוד,,31.804,34.649
פרטי,טיב טעם אשדוד,אשדוד,מתחם סטאר סנטר אשדוד,,31.809016,34.655505
פרטי,בית מרקחת הסנה מרפא,קריית גת,אסתר המלכה 11,,31.6362156,34.7716419
פרטי,ערד פארם,ערד,אלעזר בן יאיר 33,,31.2582333,35.2101621
פרטי,בית מרקחת כסייפה פארם,כסייפה,,,,
פרטי,"בית מרקחת מיכלין בע""מ",אילת,מרכז רכטר,,29.558,34.952
פרטי,בראשית אילת,אילת,הסתת 20,,29.5665805,34.9598198
פרטי,בית מרקחת מיכלים,אילת,,,29.558,34.952
פרטי,ניו דיי פארמה,אילת,,,29.558,34.952
